City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,Pafos,CY,34.7667,32.4167,67.78,77,75,8.05,broken clouds
448,Minudasht,IR,37.2289,55.3747,65.77,72,0,6.91,clear sky
449,Gat,IL,31.61,34.7642,68.81,100,0,4.94,clear sky
450,Sanchursk,RU,56.9413,47.2499,46.72,84,95,3.71,overcast clouds
451,Mvuma,ZW,-19.2792,30.5283,56.59,69,4,8.01,clear sky
452,Aksu,CN,41.1231,80.2644,67.77,42,87,4.12,overcast clouds
453,Beira,MZ,-19.8436,34.8389,73.49,83,75,10.36,broken clouds
454,Conde,BR,-7.2597,-34.9075,83.66,74,75,11.5,broken clouds
455,Porto Santo,PT,33.072,-16.3415,70.18,73,0,11.5,clear sky
456,Murwara,IN,23.85,80.4,97.47,17,48,6.33,scattered clouds
457,Gaspe,CA,48.8334,-64.4819,46.62,71,20,18.41,few clouds
458,Zonguldak,TR,41.25,31.8333,51.69,79,12,1.81,few clouds
459,Goderich,CA,43.7501,-81.7165,64.72,77,78,5.75,broken clouds
460,Kangaba,ML,11.9333,-8.4167,101.95,6,61,6.55,broken clouds
461,Hanover,DE,52.3705,9.7332,71.56,35,0,8.05,clear sky
462,Abu Samrah,SY,35.3029,37.1841,66.33,55,22,18.01,few clouds
463,Tucupita,VE,9.0622,-62.051,83.43,80,99,7.67,overcast clouds
464,Caravelas,BR,-17.7125,-39.2481,79.57,55,67,7.4,broken clouds
465,Shakawe,BW,-18.3667,21.85,67.39,30,7,5.17,clear sky
466,Nova Prata,BR,-28.7839,-51.61,57.27,98,97,3.02,overcast clouds
467,Montemor-O-Novo,PT,38.6481,-8.2145,67.14,58,34,13.6,scattered clouds
468,Sinjar,IQ,36.3209,41.8754,83.21,24,40,12.59,scattered clouds
469,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,85.62,78,100,4.59,light rain
470,Cozumel,MX,20.5083,-86.9458,84.94,67,0,5.99,clear sky
471,Ugoofaaru,MV,5.6667,73.0,83.1,78,100,20.33,overcast clouds
472,Lipari,IT,38.4674,14.954,71.33,69,21,6.62,few clouds
473,Adoni,IN,15.6333,77.2833,86.83,54,38,15.73,scattered clouds
474,Marabba,SD,12.35,32.1833,84.6,45,100,18.43,overcast clouds
475,Beziers,FR,43.3476,3.219,69.89,68,0,16.11,clear sky
476,Grand Gaube,MU,-20.0064,57.6608,73.8,81,18,1.99,few clouds
477,Surgut,RU,61.25,73.4167,55.58,58,0,0.0,clear sky
478,Goianesia,BR,-15.3175,-49.1175,90.48,28,2,6.29,clear sky
479,Vurnary,RU,55.4904,46.9648,46.4,84,75,3.69,broken clouds
480,Almazar,UZ,40.3217,69.0106,69.71,49,1,2.19,clear sky
481,Itaqui,BR,-29.1253,-56.5531,66.06,62,24,15.7,few clouds
482,Itarema,BR,-2.9248,-39.9167,83.1,78,90,13.69,overcast clouds
483,Mana,GF,5.6592,-53.7767,81.63,84,100,10.71,overcast clouds
484,Lerwick,GB,60.1545,-1.1494,51.8,81,100,8.55,overcast clouds
485,Kurtalan,TR,37.9272,41.7028,62.19,80,85,5.48,overcast clouds
486,Great Yarmouth,GB,52.6083,1.7305,62.46,83,100,16.73,overcast clouds
487,Halmstad,SE,56.6745,12.8568,57.02,58,0,11.5,clear sky
488,Cap Malheureux,MU,-19.9842,57.6142,72.46,81,15,1.99,few clouds
489,Liverpool,GB,53.4106,-2.9779,66.65,70,40,11.5,scattered clouds
490,Uige,AO,-7.6087,15.0613,74.14,70,90,2.42,overcast clouds
491,Kakonko,TZ,-3.2828,30.9642,64.62,94,34,2.53,moderate rain
492,Prainha,BR,-1.8,-53.48,79.77,91,100,4.99,light rain
493,Dagana,MR,16.5165,-15.5068,111.09,6,78,17.85,broken clouds
494,Corbelia,BR,-24.7989,-53.3067,63.75,89,100,5.32,overcast clouds
495,Stornoway,GB,58.2093,-6.3865,56.93,81,60,12.66,broken clouds
496,Freetown,SL,8.484,-13.2299,84.0,76,80,11.79,broken clouds
497,Agadez,NE,19.75,10.25,85.82,12,0,6.29,clear sky
498,Muisne,EC,0.6,-80.0333,79.59,84,100,8.97,overcast clouds
499,Biscarrosse,FR,44.3945,-1.1672,73.35,56,13,2.3,thunderstorm
500,Marrakesh,MA,31.6315,-8.0083,86.07,32,20,6.91,few clouds
501,Wattegama,LK,6.7989,81.4808,78.17,77,99,7.78,overcast clouds
502,Sassandra,CI,4.95,-6.0833,81.57,80,87,6.53,overcast clouds
503,Bonito,BR,-21.1211,-56.4819,67.44,91,100,6.69,overcast clouds
504,Sjovegan,NO,68.8726,17.8474,41.74,100,100,5.95,light rain
505,Chimbote,PE,-9.0853,-78.5783,69.03,71,53,10.16,broken clouds
506,Wick,GB,58.4333,-3.0833,50.05,93,87,11.5,overcast clouds
507,Americana,BR,-22.7392,-47.3314,74.5,79,91,6.91,overcast clouds
508,Caala,AO,-12.8525,15.5606,64.6,53,65,3.94,broken clouds
509,Naliya,IN,23.2667,68.8333,83.14,75,0,18.66,clear sky
510,Esil,KZ,51.9556,66.4042,57.9,76,99,12.86,overcast clouds
511,Maraa,BR,-1.8333,-65.3667,85.3,75,90,4.79,overcast clouds
512,Aquiraz,BR,-3.9014,-38.3911,86.09,80,98,10.02,overcast clouds
513,Makat,KZ,47.6469,53.3463,65.23,70,52,6.62,broken clouds
514,Shrewsbury,GB,52.7101,-2.7521,64.67,80,100,6.91,overcast clouds
515,Peniche,PT,39.3558,-9.3811,69.3,80,54,17.9,broken clouds
516,Santa Fe,AR,-31.6333,-60.7,64.99,45,46,8.01,light rain
517,Port-Cartier,CA,50.0334,-66.8654,51.75,65,64,13.27,broken clouds
518,Vicuna,CL,-30.0319,-70.7081,82.78,20,0,6.69,clear sky
519,Lewisporte,CA,49.2499,-55.0482,38.91,65,75,9.19,broken clouds
520,Raseiniai,LT,55.3736,23.1217,49.42,70,49,8.55,scattered clouds
521,Santa Rosa,PH,14.3122,121.1114,80.58,91,100,0.78,light rain
522,Shahr-E Babak,IR,30.1165,55.1186,65.26,13,0,8.28,clear sky
523,Quartucciu,IT,39.2519,9.1794,72.03,69,0,11.01,clear sky
524,Nageshwari,BD,25.9377,89.7148,76.55,91,49,10.31,scattered clouds
525,Mul,IN,20.0667,79.6667,89.76,42,82,13.04,broken clouds
526,Lulea,SE,65.5842,22.1547,53.67,40,0,20.71,clear sky
527,Grand-Santi,GF,4.25,-54.3833,83.16,86,100,4.03,light rain
528,Hlukhiv,UA,51.6782,33.9162,47.25,89,81,8.5,broken clouds
529,Yambio,SS,4.5721,28.3955,71.92,88,77,1.03,light rain
530,Puerto Suarez,BO,-18.95,-57.8,72.16,88,75,10.36,broken clouds
531,Axim,GH,4.8699,-2.2405,81.84,78,52,7.94,broken clouds
532,Ribeira Brava,PT,32.65,-17.0667,72.23,64,51,8.14,broken clouds
533,Bisira,PA,8.5196,-81.7115,70.18,81,75,0.83,broken clouds
534,Opuwo,NA,-18.0607,13.84,72.57,28,18,10.31,few clouds
535,Sambava,MG,-14.2667,50.1667,74.61,73,21,14.85,few clouds
536,Saint-Leu,RE,-21.15,55.2833,71.31,72,27,7.63,scattered clouds
537,Santa Maria,BR,-29.6842,-53.8069,61.9,88,100,3.44,overcast clouds
538,Krasnoarmeyskiy,RU,47.0114,42.2072,57.33,70,87,8.23,overcast clouds
539,Pemba,MZ,-12.974,40.5178,81.3,69,75,5.75,broken clouds
540,Capreol,CA,46.706,-80.9225,81.07,30,75,10.36,broken clouds
541,Grindavik,IS,63.8424,-22.4338,55.35,87,100,24.16,overcast clouds
542,Baghmara,IN,23.795,86.2085,91.2,47,100,10.13,overcast clouds
543,Tremedal,BR,-14.9758,-41.4108,78.96,57,98,8.01,overcast clouds
544,Batken,KG,39.8333,71.0,47.66,74,62,3.47,broken clouds
545,Kalmar,SE,56.6616,16.3616,57.15,64,12,5.01,few clouds
546,Mugumu,TZ,-1.85,34.7,65.55,81,53,1.21,light rain
547,Rudsar,IR,37.1376,50.288,66.18,75,0,2.8,clear sky
548,Kudahuvadhoo,MV,2.6708,72.8944,84.0,76,89,16.49,overcast clouds
549,Talnakh,RU,69.4865,88.3972,36.19,98,100,10.31,overcast clouds
550,Konstantinovsk,RU,47.5828,41.0922,55.71,73,81,7.61,broken clouds
551,Ruwi,OM,23.5996,58.5507,87.49,67,0,6.91,clear sky
552,Panaba,MX,21.2833,-88.2667,92.1,31,0,13.31,clear sky
553,Pratapgarh,IN,24.0333,74.7833,90.43,18,0,9.8,clear sky
554,Andenes,NO,69.3143,16.1194,35.58,93,75,20.71,drizzle
555,Morondava,MG,-20.2833,44.2833,79.61,68,74,11.1,broken clouds
556,Nikolsk,RU,53.7189,46.0712,46.35,91,98,6.42,overcast clouds
557,Macherla,IN,16.4833,79.4333,86.88,70,5,15.37,clear sky
558,Joshimath,IN,30.5667,79.5667,65.55,39,42,6.78,scattered clouds
559,Dalton,US,34.7698,-84.9702,82.54,57,40,0.0,scattered clouds
560,Bellegarde-Sur-Valserine,FR,46.1079,5.8242,81.21,87,49,4.18,scattered clouds
561,Adrar,MR,20.5022,-10.0711,102.6,8,8,19.75,clear sky
562,Kamskiye Polyany,RU,55.4307,51.4171,54.41,86,100,4.38,light rain
563,Sao Felix Do Xingu,BR,-6.6447,-51.995,85.68,62,96,4.52,overcast clouds
564,Salinas,US,36.6777,-121.6555,78.57,71,40,14.97,scattered clouds
565,Rundu,NA,-17.9333,19.7667,70.2,33,39,5.12,scattered clouds
566,Barsovo,RU,61.1667,73.1667,55.53,67,89,7.34,overcast clouds
567,Albacete,ES,38.8333,-2.0,79.61,36,0,6.91,clear sky
568,Tapiramuta,BR,-11.8472,-40.7914,82.58,42,70,8.28,broken clouds
569,Santa Barbara,US,34.7333,-120.0343,79.34,46,0,6.91,clear sky
570,Pasni,PK,25.2631,63.471,83.66,75,0,14.36,clear sky
571,Puerto Ayacucho,VE,5.6639,-67.6236,90.14,58,69,2.86,broken clouds
572,Fort-Shevchenko,KZ,44.5086,50.263,63.41,69,1,6.96,clear sky
573,Hazorasp,UZ,41.3194,61.0742,69.64,16,56,7.63,broken clouds
574,Bongandanga,CD,1.5,21.05,76.86,72,63,2.01,broken clouds
575,Puerto Madryn,AR,-42.7692,-65.0385,54.84,58,21,21.14,few clouds
576,Maarianhamina,AX,60.0973,19.9348,51.66,43,0,9.22,clear sky
577,Soyo,AO,-6.1349,12.3689,78.76,84,30,7.92,scattered clouds
578,Scarborough,GB,54.2797,-0.4044,57.33,80,100,7.0,overcast clouds
579,Shache,CN,38.4167,77.2406,66.06,46,100,22.24,overcast clouds
580,Sao Joao Dos Patos,BR,-6.495,-43.7022,88.74,46,93,7.4,overcast clouds
581,La Asuncion,VE,11.0333,-63.8628,94.73,49,84,20.71,broken clouds
582,Rudbar,AF,30.15,62.6,79.09,18,0,17.36,clear sky
583,Akdepe,TM,42.0551,59.3788,71.69,18,12,7.49,few clouds
584,Yar-Sale,RU,66.8333,70.8333,38.35,93,90,9.82,overcast clouds
585,San Felipe,VE,10.3399,-68.7425,96.12,35,97,6.29,overcast clouds
586,Sanford,US,28.8006,-81.2731,91.18,60,75,5.75,broken clouds
587,Bafq,IR,31.6128,55.4107,76.46,12,0,3.8,clear sky
588,Acurenam,GQ,1.0322,10.6488,70.79,96,82,2.46,light rain
589,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,72,37,14.58,scattered clouds
590,Voskresenskoye,RU,56.8381,45.4317,46.04,84,37,4.81,scattered clouds
591,Piacabucu,BR,-10.4056,-36.4344,82.11,72,86,9.53,overcast clouds
592,Inhambane,MZ,-23.865,35.3833,71.58,88,20,6.91,few clouds
593,Loharu,IN,28.45,75.8167,99.55,13,92,18.16,overcast clouds
594,Kilindoni,TZ,-7.9139,39.6668,80.6,74,0,16.26,light rain
595,Petukhovo,RU,55.0692,67.9019,57.78,68,91,6.96,overcast clouds
596,Chandia,IN,23.65,80.7,95.63,17,44,6.49,scattered clouds
597,Freeport,US,40.6576,-73.5832,78.31,69,40,11.5,scattered clouds
598,Chandbali,IN,20.7833,86.7667,85.28,79,25,19.26,scattered clouds
599,Yining,CN,29.0361,114.5636,55.0,97,100,2.37,overcast clouds
600,San Julian,MX,21.0167,-102.1667,82.13,20,5,7.45,clear sky
601,Nurota,UZ,40.5614,65.6886,68.86,43,68,6.24,broken clouds
602,Varberg,SE,57.1056,12.2508,56.88,78,60,4.88,broken clouds
603,Kargat,RU,55.1956,80.2811,56.55,66,55,6.26,broken clouds
604,Hobe Sound,US,27.0595,-80.1364,91.02,56,75,10.36,broken clouds
605,Nortelandia,BR,-14.4547,-56.8028,89.24,43,53,4.32,broken clouds
606,Rodrigues Alves,BR,-7.738,-72.6509,82.6,88,72,2.26,broken clouds
607,Totskoye,RU,52.5248,52.7623,54.1,82,100,6.24,light rain
608,Kashary,RU,49.04,41.0056,52.09,77,53,8.03,broken clouds
609,Bonavista,CA,48.6499,-53.1147,34.92,79,84,15.5,broken clouds
610,San Jose,US,37.3394,-121.895,75.92,63,20,11.5,few clouds
611,Saryozek,KZ,44.3583,77.9753,52.48,82,67,1.54,broken clouds
612,Warri,NG,5.5167,5.75,79.52,85,88,5.66,light rain
613,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,61.39,46,100,9.44,overcast clouds
614,Macusani,PE,-14.0833,-70.4333,52.32,46,14,8.59,few clouds
615,Olonets,RU,60.9847,32.9698,43.45,90,40,7.76,scattered clouds
616,Sao Joao Do Piaui,BR,-8.3581,-42.2467,95.43,31,99,7.36,overcast clouds
617,Bozoum,CF,6.3193,16.3799,74.03,80,60,1.05,moderate rain
618,Quchan,IR,37.106,58.5095,61.52,43,0,4.79,clear sky
619,Vila Nova De Milfontes,PT,37.7238,-8.7828,67.24,75,42,11.54,scattered clouds
620,Tsogni,GA,-2.7942,10.0988,77.41,90,92,5.32,light rain
621,Tandalti,SD,13.0167,31.8667,87.01,36,81,18.21,broken clouds
622,Porto Novo,BJ,6.4965,2.6036,85.82,75,39,9.4,scattered clouds
623,Woodstock,CA,43.1334,-80.7497,82.81,48,26,8.01,scattered clouds
624,Ballina,AU,-28.8667,153.5667,70.79,95,18,5.17,few clouds
625,Groa,NO,62.65,8.7167,41.14,99,100,6.35,overcast clouds
626,Luba,GQ,3.4568,8.5547,81.95,81,71,5.77,broken clouds
627,Nybro,SE,56.7446,15.9071,56.25,47,24,5.75,few clouds
628,Beyneu,KZ,45.3167,55.2,72.3,36,0,9.06,clear sky
629,Oistins,BB,13.0667,-59.5333,84.29,74,75,21.85,broken clouds
630,Marki,PL,52.3206,21.1047,67.15,43,0,11.5,clear sky
631,Colonia,DE,50.9333,6.95,77.83,36,0,4.61,clear sky
632,Bodmin,GB,50.4715,-4.7243,61.45,94,100,13.8,moderate rain
633,Bilgoraj,PL,50.5411,22.722,53.33,69,7,5.12,clear sky
634,San Ramon,US,37.7799,-121.978,79.65,64,0,13.8,clear sky
635,Tanout,NE,14.9709,8.8879,91.81,11,37,12.24,scattered clouds
636,Ardakan,IR,32.31,54.0175,76.5,12,0,0.83,clear sky
637,Roros,NO,62.5747,11.3842,33.71,83,94,16.91,overcast clouds
638,Vestmanna,FO,62.1564,-7.1664,49.12,87,100,4.61,overcast clouds
639,Punta Cardon,VE,11.6581,-70.215,85.32,67,96,24.63,overcast clouds
640,Sinazongwe,ZM,-17.2614,27.4618,71.01,48,1,5.23,clear sky
641,Puerto Leguizamo,CO,-0.1934,-74.7819,76.51,94,90,4.16,overcast clouds
642,Chishtian Mandi,PK,29.8,72.8667,99.57,9,1,17.07,clear sky
643,Vila Franca Do Campo,PT,37.7167,-25.4333,67.19,78,89,18.92,light rain
644,Babol,IR,36.5513,52.679,69.78,78,0,0.0,clear sky
645,Antalaha,MG,-14.9003,50.2788,71.22,78,8,8.43,clear sky
646,Rio Gallegos,AR,-51.6226,-69.2181,51.85,58,0,16.11,clear sky
647,Mogadishu,SO,2.0371,45.3438,80.67,81,48,14.07,scattered clouds
648,Donegal,IE,54.65,-8.1167,64.45,79,37,11.03,scattered clouds
649,Samana,DO,19.2056,-69.3369,86.22,74,40,13.8,scattered clouds
650,Calvinia,ZA,-31.4707,19.776,61.02,19,0,8.48,clear sky
651,Staryy Nadym,RU,65.6118,72.6842,46.04,79,55,9.48,broken clouds
652,Lusambo,CD,-4.9667,23.45,76.69,68,62,0.6,broken clouds
653,San Rafael,AR,-34.6177,-68.3301,57.47,28,17,5.64,few clouds
654,Dulyapino,RU,57.2578,40.8147,46.78,88,88,6.17,light rain
655,Nampula,MZ,-15.1165,39.2666,65.03,82,15,3.2,few clouds
656,Carndonagh,IE,55.25,-7.2667,64.02,85,68,12.17,broken clouds
657,Bhavnagar,IN,21.7667,72.15,92.19,42,0,13.42,clear sky
658,Alakurtti,RU,66.9672,30.3491,48.2,69,97,1.63,overcast clouds
659,Olinda,BR,-8.0089,-34.8553,83.93,74,40,10.36,scattered clouds
660,Chaman,PK,30.9236,66.4512,69.69,22,0,2.28,clear sky
661,Mariakani,KE,-3.8633,39.4736,72.93,89,8,7.45,clear sky
662,Timra,SE,62.487,17.3257,49.68,34,75,21.85,broken clouds
663,Andros Town,BS,24.7,-77.7667,82.36,64,5,3.83,clear sky
664,Sabha,LY,27.0377,14.4283,79.52,13,0,8.57,clear sky
665,Uyuni,BO,-20.4597,-66.825,50.67,23,3,17.76,clear sky
666,Chicama,PE,-7.8447,-79.1469,64.94,61,43,10.31,scattered clouds
667,Dosso,NE,13.049,3.1937,101.46,19,57,7.27,broken clouds
668,Lima,PE,-12.0432,-77.0282,62.85,77,100,5.75,overcast clouds
669,Lethem,GY,3.3803,-59.7968,88.52,58,91,9.19,overcast clouds
670,Cumaral,CO,4.2708,-73.4867,82.71,75,84,4.21,broken clouds
